lonlat,2019-04-02_07-30,2019-04-02_07-31
"116.445594,39.883367",60,60
"116.445098,39.887415",60,60
"116.445223,39.887635",60,60
"116.443103,39.898653",60,60
"116.442729,39.898817",60,60
"116.442107,39.898983",60,60
"116.444744,39.892326",60,60
"116.444684,39.892337",60,60
"116.4446,39.892358",60,60
"116.44454,39.892413",60,60
"116.444484,39.892477",60,60
"116.444402,39.892692",40,40
"116.444601,39.891188",60,60
"116.444616,39.891538",60,60
"116.444638,39.89167",60,60
"116.444675,39.891764",60,60
"116.444736,39.89184",60,60
"116.435768,39.907447",40,40
"116.4358,39.906678",40,40
"116.435851,39.906063",60,60
"116.413876,39.871953",20,20
"116.414132,39.872017",20,20
"116.414449,39.872071",20,20
"116.414793,39.87209",20,20
"116.415203,39.872047",20,20
"116.395389,39.871348",20,20
"116.395714,39.871217",20,20
"116.393849,39.871415",20,20
"116.394603,39.871329",20,20
"116.367996,39.869493",40,40
"116.398484,39.872435",20,20
"116.371659,39.869853",20,20
"116.36013,39.868332",20,20
"116.360846,39.868588",20,20
"116.402971,39.871703",20,20
"116.385484,39.870583",20,20
"116.38545,39.870667",20,20
"116.385443,39.870751",20,20
"116.385534,39.870871",20,20
"116.359665,39.868269",20,20
"116.402871,39.871377",20,20
"116.403393,39.871736",20,20
"116.39815,39.870772",20,20
"116.398629,39.870798",20,20
"116.396763,39.87124",20,20
"116.396956,39.871326",20,20
"116.401852,39.871551",20,20
"116.402023,39.871472",20,20
"116.402137,39.871401",20,20
"116.384812,39.870772",20,20
"116.38834,39.870778",20,20
"116.404337,39.871779",20,20
"116.382255,39.870604",20,20
"116.396164,39.871334",20,20
"116.397322,39.871583",20,20
"116.371312,39.948601",20,20
"116.370229,39.9482",20,20
"116.370697,39.948343",20,20
"116.371425,39.948498",20,20
"116.371998,39.948573",20,20
"116.372672,39.948621",20,20
"116.373967,39.948669",20,20
"116.375062,39.94873",20,20
"116.375721,39.948741",20,20
"116.376913,39.948763",20,20
"116.377538,39.948774",20,20
"116.368713,39.94786",20,20
"116.348623,39.872398",20,20
"116.349635,39.875169",60,60
"116.349701,39.875931",60,60
"116.348528,39.887118",20,20
"116.349202,39.877253",60,60
"116.349247,39.876807",60,60
"116.349317,39.877904",60,60
"116.349038,39.881098",60,60
"116.348919,39.883029",60,60
"116.348929,39.887542",60,60
"116.349254,39.876644",60,60
"116.348971,39.874961",20,20
"116.349405,39.876812",60,60
"116.349252,39.887547",60,60
"116.349362,39.877283",60,60
"116.349158,39.87788",60,60
"116.349298,39.891525",60,60
"116.348856,39.898292",20,20
"116.348894,39.898192",20,20
"116.35652,39.901278",20,20
"116.356448,39.899947",20,20
"116.356591,39.899386",20,20
"116.356728,39.89924",20,20
"116.356902,39.899109",20,20
"116.357158,39.898978",60,60
"116.3575,39.898904",60,60
"116.357848,39.898922",60,60
"116.358406,39.89899",60,60
"116.358847,39.899054",60,60
"116.359234,39.899088",60,60
"116.359875,39.899107",60,60
"116.356544,39.902248",20,20
"116.356529,39.901615",20,20
"116.356344,39.90479",20,20
"116.356445,39.904595",20,20
"116.356723,39.904133",60,60
"116.356867,39.904661",60,60
"116.357001,39.90494",60,60
"116.589053,40.061215",20,20
"116.589052,40.059268",20,20
"116.589066,40.059063",20,20
"116.589089,40.058902",20,20
"116.589135,40.058715",20,20
"116.589203,40.058574",20,20
"116.589321,40.058377",20,20
"116.589446,40.058218",20,20
"116.590003,40.057561",20,20
"116.592809,40.05512",40,40
"116.593606,40.054855",20,20
"116.594207,40.054676",20,20
"116.594494,40.054578",40,40
"116.594802,40.054439",40,40
"116.5951,40.05426",40,40
"116.595403,40.054059",40,40
"116.595656,40.053841",40,40
"116.59587,40.053631",40,40
"116.596121,40.053388",20,20
"116.596327,40.053173",20,20
"116.596499,40.052998",20,20
"116.596699,40.052845",20,20
"116.596839,40.052755",20,20
"116.590037,40.058997",20,20
"116.589449,40.061545",20,20
"116.587545,40.073484",20,20
"116.58743,40.073441",20,20
"116.587325,40.073389",20,20
"116.587239,40.073323",20,20
"116.587157,40.073222",20,20
"116.587122,40.073112",20,20
"116.587117,40.072991",20,20
"116.587145,40.072906",20,20
"116.596941,40.052805",20,20
"116.596666,40.052992",20,20
"116.596205,40.053423",20,20
"116.595972,40.05366",40,40
"116.595468,40.054109",40,40
"116.595156,40.054335",40,40
"116.594844,40.054507",40,40
"116.594498,40.054661",40,40
"116.594219,40.054761",20,20
"116.593608,40.054947",20,20
"116.59283,40.055201",20,20
"116.590437,40.057267",20,20
"116.590354,40.057525",20,20
"116.587784,40.074181",20,20
"116.587627,40.072008",20,20
"116.596866,40.05251",20,20
"116.596354,40.053006",20,20
"116.595782,40.053569",40,40
"116.595636,40.053703",40,40
"116.588004,40.072816",20,20
"116.588017,40.073049",20,20
"116.588066,40.073158",20,20
"116.588173,40.073296",20,20
"116.588798,40.073493",20,20
"116.587495,40.071791",20,20
"116.589367,40.073529",20,20
"116.598097,40.052637",20,20
"116.616714,40.041862",20,20
"116.617013,40.042496",20,20
"116.617142,40.042869",20,20
"116.617207,40.043177",20,20
"116.617238,40.043515",20,20
"116.617182,40.044019",20,20
"116.611605,40.051632",20,20
"116.611986,40.051052",20,20
"116.612755,40.050382",20,20
"116.613747,40.04977",20,20
"116.614065,40.049532",20,20
"116.614341,40.049297",20,20
"116.615935,40.046973",20,20
"116.616347,40.045147",20,20
"116.620018,40.05285",20,20
"116.620054,40.05296",20,20
"116.620042,40.053121",20,20
"116.611321,40.052158",20,20
"116.611433,40.051675",20,20
"116.611607,40.051319",20,20
"116.617096,40.046902",20,20
"116.617184,40.048376",20,20
"116.617285,40.047938",20,20
"116.617307,40.048209",20,20
"116.617336,40.048395",20,20
"116.617387,40.048579",20,20
"116.617477,40.048813",20,20
"116.617704,40.049276",20,20
"116.617982,40.049689",20,20
"116.611878,40.050966",20,20
"116.612117,40.050708",20,20
"116.612436,40.050444",20,20
"116.61283,40.050181",20,20
"116.613316,40.049912",20,20
"116.613569,40.049739",20,20
"116.614147,40.049291",20,20
"116.61461,40.048858",20,20
"116.614924,40.048474",20,20
"116.615144,40.048136",20,20
"116.615227,40.047973",20,20
"116.61532,40.047728",20,20
"116.615387,40.047362",20,20
"116.615466,40.047209",20,20
"116.615557,40.0471",20,20
"116.61567,40.047028",20,20
"116.615775,40.046982",20,20
"116.615925,40.046947",20,20
"116.616832,40.047027",20,20
"116.617038,40.047084",20,20
"116.6171,40.047125",20,20
"116.61714,40.04715",20,20
"116.617245,40.047232",20,20
"116.617301,40.047322",20,20
"116.61734,40.047421",20,20
"116.618166,40.049939",20,20
"116.618554,40.05038",20,20
"116.619073,40.050869",20,20
"116.619393,40.051255",20,20
"116.619546,40.051499",20,20
"116.619666,40.051735",20,20
"116.619757,40.051977",20,20
"116.619839,40.052287",20,20
"116.619859,40.052588",20,20
"116.619842,40.052852",20,20
"116.619745,40.053093",20,20
"116.617365,40.047291",20,20
"116.590417,40.056559",20,20
"116.59173,40.054979",20,20
"116.591895,40.054876",20,20
"116.413794,40.053513",20,20
"116.41394,40.053644",20,20
"116.412282,40.048344",20,20
"116.411816,40.041277",20,20
"116.40891,40.023642",20,20
"116.40867,40.022182",20,20
"116.408344,40.020626",20,20
"116.408058,40.01891",20,20
"116.412948,40.022685",60,60
"116.412441,40.022574",60,60
"116.41056,40.022466",40,40
"116.414142,40.055287",20,20
"116.414136,40.056615",20,20
"116.414014,40.058093",20,20
"116.358144,39.967521",20,20
"116.354836,39.966888",20,20
"116.354667,39.967127",20,20
"116.524812,40.042046",20,20
"116.526577,40.041698",20,20
"116.528094,40.041442",20,20
"116.574007,40.035015",20,20
"116.567663,40.036834",20,20
"116.565618,40.037512",20,20
"116.5401,40.040116",20,20
"116.536752,40.040612",20,20
"116.485428,40.058691",20,20
"116.484788,40.058695",20,20
"116.482756,40.058292",20,20
"116.4821,40.057337",20,20
"116.482088,40.057021",20,20
"116.482179,40.055195",20,20
"116.554121,40.040054",20,20
"116.544707,40.03997",20,20
"116.541703,40.040042",20,20
"116.533447,40.040947",20,20
"116.530636,40.041359",20,20
"116.523787,40.042309",20,20
"116.52268,40.042505",20,20
"116.521602,40.042746",20,20
"116.519498,40.043524",20,20
"116.518671,40.043954",20,20
"116.516992,40.045089",20,20
"116.515982,40.046048",20,20
"116.515316,40.046873",20,20
"116.514917,40.047497",20,20
"116.514557,40.048136",20,20
"116.512397,40.052601",20,20
"116.512034,40.053231",20,20
"116.511643,40.053846",20,20
"116.510929,40.054683",20,20
"116.509777,40.055737",20,20
"116.506013,40.057721",20,20
"116.49144,40.058631",20,20
"116.486477,40.058591",20,20
"116.491844,40.058501",20,20
"116.499152,40.058402",20,20
"116.501555,40.058363",20,20
"116.502409,40.058318",20,20
"116.503257,40.058226",20,20
"116.504325,40.058047",20,20
"116.505258,40.057824",20,20
"116.507255,40.057098",20,20
"116.508849,40.056237",20,20
"116.509667,40.05566",20,20
"116.514762,40.047437",20,20
"116.515157,40.046808",20,20
"116.516856,40.045002",20,20
"116.519394,40.043416",20,20
"116.520266,40.043039",20,20
"116.52155,40.042621",20,20
"116.522641,40.042376",20,20
"116.523755,40.042179",20,20
"116.532421,40.040966",20,20
"116.536693,40.040341",20,20
"116.538437,40.040148",20,20
"116.539133,40.040072",20,20
"116.540084,40.039991",20,20
"116.541697,40.039901",20,20
"116.543212,40.039854",20,20
"116.544706,40.039858",20,20
"116.54754,40.039862",20,20
"116.554124,40.03992",20,20
"116.57973,40.04274",20,20
"116.579172,40.04302",20,20
"116.575579,40.03896",20,20
"116.574462,40.038195",20,20
"116.573013,40.037382",20,20
"116.572153,40.036848",20,20
"116.571611,40.036596",20,20
"116.570567,40.036388",20,20
"116.570013,40.03638",20,20
"116.56956,40.03644",20,20
"116.569123,40.036548",20,20
"116.568474,40.036444",20,20
"116.569899,40.035921",20,20
"116.570231,40.035752",20,20
"116.570616,40.035495",20,20
"116.571062,40.035111",20,20
"116.573389,40.034741",20,20
"116.579283,40.042153",20,20
"116.579303,40.042361",20,20
"116.579501,40.042739",20,20
"116.402812,39.832007",20,20
"116.404219,39.832045",20,20
"116.404342,39.832048",20,20
"116.405784,39.832042",20,20
"116.406545,39.832042",20,20
"116.408644,39.83204",20,20
"116.411971,39.832038",20,20
"116.412091,39.832027",20,20
"116.41234,39.832004",20,20
"116.412578,39.831973",20,20
"116.419494,39.832759",20,20
"116.452189,39.832281",20,20
"116.453164,39.832513",20,20
"116.40656,39.832217",20,20
"116.462916,39.833876",20,20
"116.461907,39.833901",20,20
"116.411607,39.832215",20,20
"116.461963,39.83339",20,20
"116.417699,39.832215",20,20
"116.451303,39.832677",20,20
"116.428961,39.832564",20,20
"116.446168,39.832517",20,20
"116.442828,39.832145",20,20
"116.445778,39.831978",20,20
"116.379365,39.831442",40,40
"116.383459,39.83158",40,40
"116.386538,39.831687",40,40
"116.401616,39.82989",20,20
"116.401438,39.833183",20,20
"116.393077,39.831857",20,20
"116.401332,39.835437",20,20
"116.401267,39.836775",20,20
"116.401016,39.8422",20,20
"116.400994,39.842422",20,20
"116.400981,39.842573",20,20
"116.359199,39.830988",20,20
"116.359534,39.830909",20,20
"116.38268,39.8319",20,20
"116.387623,39.831714",20,20
"116.394561,39.831912",20,20
"116.387034,39.831997",20,20
"116.379113,39.831434",40,40
"116.363061,39.831003",20,20
"116.293384,39.830774",20,20
"116.292969,39.830938",20,20
"116.319362,39.830294",20,20
"116.301391,39.83079",20,20
"116.326159,39.830477",20,20
"116.326782,39.830363",20,20
"116.327489,39.830234",20,20
"116.339598,39.830979",20,20
"116.339177,39.831085",20,20
"116.309103,39.830283",20,20
"116.284066,39.848775",40,40
"116.28391,39.848987",40,40
"116.319912,39.830836",20,20
"116.307452,39.830803",20,20
"116.322247,39.830648",20,20
"116.321485,39.830825",20,20
"116.283297,39.849003",40,40
"116.283175,39.848752",40,40
"116.283929,39.848275",40,40
"116.284099,39.84835",40,40
"116.334836,39.830326",20,20
"116.33565,39.83054",20,20
"116.329744,39.830849",20,20
"116.322485,39.830308",20,20
"116.282972,39.848276",40,40
"116.283146,39.848309",40,40
"116.283332,39.848216",40,40
"116.382905,39.856954",40,40
"116.386383,39.889347",20,20
"116.350045,39.939824",60,60
"116.350156,39.939969",60,60
"116.349184,39.939965",20,20
"116.342374,39.93825",20,20
"116.342196,39.938733",20,20
"116.342156,39.938967",20,20
"116.320569,39.939375",20,20
"116.319926,39.939268",20,20
"116.320723,39.938948",20,20
"116.344058,39.932345",60,60
"116.344055,39.93222",60,60
"116.33669,39.938062",20,20
"116.337618,39.937965",20,20
"116.354106,39.940032",60,60
"116.354317,39.940007",60,60
"116.337533,39.93843",20,20
"116.355538,39.937934",20,20
"116.307151,39.784877",20,20
"116.307665,39.781989",20,20
"116.305127,39.762994",20,20
"116.228901,39.847828",20,20
"116.228607,39.8475",60,60
"116.238891,39.856044",60,60
"116.240839,39.856053",20,20
"116.355978,39.931599",20,20
"116.355915,39.933154",20,20
"116.356028,39.936374",20,20
"116.355798,39.936704",20,20
"116.356417,39.92146",40,60
"116.356529,39.921657",40,60
"116.356896,39.922264",40,40
"116.356936,39.922395",40,40
"116.35695,39.922484",40,40
"116.356941,39.922579",40,40
"116.356378,39.926262",40,40
"116.356221,39.926547",40,40
"116.355768,39.929703",40,40
"116.355956,39.929081",40,40
"116.356095,39.929086",40,40
"116.356215,39.93011",20,20
"116.355801,39.935963",20,20
"116.355791,39.936301",20,20
"116.356441,39.924755",40,40
"116.356531,39.924824",40,40
"116.356634,39.924836",40,40
"116.356724,39.924797",40,40
"116.356834,39.924703",40,40
"116.31522,40.002851",20,20
"116.300392,39.98373",40,40
"116.300298,39.984423",40,40
"116.300448,39.983051",40,40
"116.300515,39.98383",40,40
"116.300433,39.98002",20,20
"116.294106,39.983018",60,60
"116.294645,39.983196",60,60
"116.274954,39.961012",20,20
"116.300141,39.984382",40,40
"116.299985,39.983865",60,60
"116.299828,39.983702",60,60
"116.275744,39.956043",40,40
"116.275701,39.953904",40,40
"116.297426,39.984706",20,20
"116.297139,39.984681",20,20
"116.296945,39.984639",20,20
"116.296718,39.984567",20,20
"116.299647,39.98983",60,60
"116.303174,39.985245",20,20
"116.302383,39.985256",20,20
"116.301723,39.985267",20,20
"116.301311,39.985318",20,20
"116.299834,39.986404",40,40
"116.30022,39.983714",40,40
"116.30957,39.985003",40,40
"116.299669,39.987493",40,40
"116.29964,39.986679",20,20
"116.299585,39.986371",20,20
"116.312063,39.985552",40,40
"116.301754,39.985099",20,20
"116.300989,39.985125",20,20
"116.312175,39.985076",20,20
"116.348969,39.897504",20,20
"116.348924,39.897404",20,20
"116.348674,39.896954",20,20
"116.214605,39.864788",20,20
"116.214776,39.864828",20,20
"116.218749,39.859268",20,20
"116.219486,39.858146",20,20
"116.219948,39.857157",20,20
"116.213467,39.866457",60,60
"116.212204,39.868269",60,60
"116.209846,39.871654",60,60
"116.208862,39.873698",60,60
"116.310491,39.907375",40,20
"116.311693,39.907378",20,20
"116.310409,39.903736",20,20
"116.310354,39.910662",60,60
"116.314229,39.907392",20,20
"116.310369,39.912533",60,60
"116.3101,39.907495",20,20
"116.306304,39.907374",20,20
"116.310222,39.90373",20,20
"116.31022,39.903166",20,20
"116.310217,39.902068",40,40
"116.310212,39.900401",40,40
"116.310161,39.910663",20,20
"116.305653,39.90722",20,20
"116.306026,39.907373",20,20
"116.304993,39.907213",20,20
"116.335421,39.907207",60,60
"116.335786,39.907703",20,20
"116.335636,39.907839",20,20
"116.305593,39.907741",20,20
"116.356768,39.908568",60,60
"116.357035,39.908731",60,60
"116.355841,39.90851",40,40
"116.355909,39.908575",40,40
"116.356016,39.908604",40,40
"116.356117,39.908582",40,40
"116.35622,39.908544",40,40
"116.356325,39.910122",40,40
"116.356759,39.910097",60,60
"116.356646,39.910485",60,60
"116.355851,39.908823",40,40
"116.357076,39.905816",60,60
"116.35697,39.90586",60,60
"116.356575,39.90608",60,60
"116.356467,39.905966",60,60
"116.356392,39.905903",60,60
"116.356307,39.905844",20,20
"116.356225,39.905821",20,20
"116.356125,39.905785",20,20
"116.356047,39.905715",20,20
"116.356003,39.905622",20,20
"116.435171,39.908624",20,20
"116.435157,39.909794",20,20
"116.435867,39.91069",40,40
"116.435237,39.907343",20,20
"116.435796,39.905105",20,20
"116.435894,39.909864",40,40
"116.435969,39.909936",40,40
"116.436075,39.909955",40,40
"116.436174,39.909939",40,40
"116.436272,39.909879",40,40
"116.435541,39.910797",40,40
"116.435499,39.91064",40,40
"116.435405,39.91049",40,40
"116.435269,39.910237",40,40
"116.435182,39.91008",40,40
"116.435151,39.909964",40,40
"116.435629,39.907225",20,20
"116.435532,39.907175",20,20
"116.43546,39.907164",20,20
"116.435387,39.907171",20,20
"116.435332,39.9072",20,20
"116.43529,39.907243",20,20
"116.435264,39.907168",20,20
"116.435319,39.907002",20,20
"116.435516,39.906733",20,20
"116.435657,39.906482",20,20
"116.432911,39.908332",20,20
"116.436363,39.907197",40,40
"116.436294,39.907165",40,40
"116.436214,39.907147",40,40
"116.436131,39.907155",40,40
"116.436069,39.907176",40,40
"116.436017,39.907215",40,40
"116.435986,39.907266",40,40
"116.435899,39.907458",40,40
"116.439829,39.908358",20,20
"116.435203,39.909879",40,40
"116.435248,39.909929",40,40
"116.435313,39.90996",40,40
"116.435392,39.909969",40,40
"116.435479,39.90996",40,40
"116.435697,39.909718",40,40
"116.435993,39.906085",60,60
"116.436055,39.906271",60,60
"116.436137,39.906498",40,40
"116.436215,39.906668",40,40
"116.436314,39.906825",40,40
"116.462056,39.909787",40,40
"116.462137,39.909837",60,60
"116.462257,39.909862",60,60
"116.462391,39.909844",60,60
"116.461962,39.906104",20,20
"116.473816,39.90849",20,20
"116.47373,39.908105",20,20
"116.461513,39.906961",20,20
"116.461383,39.906918",20,20
"116.46124,39.906924",20,20
"116.461124,39.906991",20,20
"116.461065,39.907093",20,20
"116.533321,39.90975",20,20
"116.539768,39.908925",20,20
"116.525254,39.909325",20,20
"116.592153,39.909598",20,20
"116.591238,39.909581",20,20
"116.590588,39.909562",20,20
"116.593896,39.909076",20,20
"116.595307,39.908941",20,20
"116.596224,39.908903",20,20
"116.59767,39.90881",20,20
"116.597,39.909475",20,20
"116.596189,39.909443",20,20
"116.569712,39.909297",20,20
"116.570726,39.909278",20,20
"116.571901,39.909351",20,20
"116.573194,39.909474",20,20
"116.583948,39.910053",20,20
"116.582484,39.910316",20,20
"116.581276,39.910498",20,20
"116.572778,39.910057",20,20
"116.571772,39.909891",20,20
"116.57056,39.909755",20,20
"116.568935,39.909606",20,20
"116.611651,39.907223",20,20
"116.6112,39.907438",20,20
"116.61105,39.907649",20,20
"116.610847,39.90805",20,20
"116.609885,39.908335",20,20
"116.608495,39.908797",20,20
"116.607494,39.90904",20,20
"116.606466,39.909193",20,20
"116.605266,39.90926",20,20
"116.604647,39.909271",20,20
