lonlat,2019-04-02_07-30,2019-04-02_07-31
"116.268561,40.125646",20,20
"116.146325,40.068275",20,20
"116.148729,40.068282",20,20
"116.152884,40.068287",20,20
"116.15994,40.068295",20,20
"116.161492,40.068298",20,20
"116.461744,39.950491",20,20
"116.461764,39.948738",20,20
"116.461734,39.946465",20,20
"116.461724,39.941748",40,40
"116.461873,39.946469",20,20
"116.461878,39.948739",20,20
"116.461896,39.950496",20,20
"116.302166,39.907709",20,20
"116.484333,40.119327",20,20
"116.484542,40.116127",20,20
"116.48442,40.109353",20,20
"116.484222,40.108538",20,20
"116.484535,40.119279",20,20
"116.484271,40.123377",20,20
"116.484195,40.124687",20,20
"116.484186,40.124878",20,20
"116.484082,40.123434",20,20
"116.568678,40.117175",20,20
"116.569965,40.117429",20,20
"116.577892,40.117675",20,20
"116.578346,40.117689",20,20
"116.579776,40.11769",20,20
"116.582613,40.117782",20,20
"116.586879,40.117923",20,20
"116.587775,40.117951",20,20
"116.587936,40.117954",20,20
"116.586171,40.10359",20,20
"116.586273,40.103912",20,20
"116.586322,40.104241",20,20
"116.586476,40.104669",20,20
"116.588394,40.108532",20,20
"116.58857,40.108939",20,20
"116.588633,40.109241",20,20
"116.588575,40.110262",20,20
"116.588449,40.111636",20,20
"116.485185,40.115004",20,20
"116.485127,40.11516",20,20
"116.485074,40.115408",20,20
"116.495682,40.115716",20,20
"116.494546,40.115529",20,20
"116.487825,40.115508",20,20
"116.486198,40.115807",20,20
"116.485154,40.116054",20,20
"116.587055,40.1182",20,20
"116.58652,40.11831",20,20
"116.586127,40.118422",20,20
"116.585391,40.11875",20,20
"116.584999,40.118977",20,20
"116.584564,40.119276",20,20
"116.583671,40.119951",20,20
"116.582793,40.120558",20,20
"116.530873,40.121872",20,20
"116.530255,40.121878",20,20
"116.529766,40.121948",20,20
"116.52936,40.122112",20,20
"116.484242,40.118184",20,20
"116.48408,40.117893",20,20
"116.483943,40.117671",20,20
"116.48317,40.117137",20,20
"116.482874,40.117052",20,20
"116.48249,40.116999",20,20
"116.482157,40.117006",20,20
"116.48501,40.116365",20,20
"116.485044,40.116667",20,20
"116.486211,40.116314",20,20
"116.555581,40.123361",20,20
"116.557354,40.123224",20,20
"116.557655,40.123166",20,20
"116.557849,40.123071",20,20
"116.557962,40.122968",20,20
"116.552721,40.123465",20,20
"116.551343,40.123507",20,20
"116.550892,40.123517",20,20
"116.550662,40.123566",20,20
"116.550515,40.123658",20,20
"116.550394,40.123777",20,20
"116.567839,40.123252",20,20
"116.568519,40.123074",20,20
"116.569298,40.123137",20,20
"116.570333,40.123302",20,20
"116.570902,40.123388",20,20
"116.572057,40.123445",20,20
"116.572199,40.123466",20,20
"116.572341,40.123538",20,20
"116.572635,40.123875",20,20
"116.572617,40.123989",20,20
"116.572538,40.12406",20,20
"116.572423,40.124104",20,20
"116.572261,40.124117",20,20
"116.570511,40.12391",20,20
"116.568772,40.123811",20,20
"116.568296,40.123743",20,20
"116.47919,40.117506",20,20
"116.480324,40.11713",20,20
"116.48108,40.116903",20,20
"116.481531,40.116684",20,20
"116.481899,40.116434",20,20
"116.48408,40.113891",20,20
"116.48435,40.113502",20,20
"116.484471,40.11314",20,20
"116.484598,40.112399",20,20
"116.484381,40.115922",20,20
"116.484321,40.115542",20,20
"116.484188,40.115345",20,20
"116.484045,40.115233",20,20
"116.585651,40.117052",20,20
"116.58558,40.116935",20,20
"116.585484,40.116839",20,20
"116.584444,40.117536",20,20
"116.584625,40.117659",20,20
"116.584806,40.117729",20,20
"116.585092,40.117768",20,20
"116.483225,40.116339",20,20
"116.523955,40.121078",20,20
"116.525772,40.121248",20,20
"116.489498,40.115427",20,20
"116.488949,40.115482",20,20
"116.488424,40.115578",20,20
"116.487865,40.115743",20,20
"116.48743,40.115957",20,20
"116.485036,40.117406",20,20
"116.484724,40.117411",20,20
"116.484168,40.117324",20,20
"116.483805,40.117204",20,20
"116.483463,40.117019",20,20
"116.483196,40.1168",20,20
"116.483028,40.116553",20,20
"116.482884,40.116311",20,20
"116.520371,40.120541",20,20
"116.521264,40.120445",20,20
"116.521324,40.120642",20,20
"116.521513,40.120774",20,20
"116.52179,40.120857",20,20
"116.522743,40.120993",20,20
"116.518135,40.120587",20,20
"116.519425,40.120623",20,20
"116.519877,40.120607",20,20
"116.484267,40.116055",20,20
"116.485659,40.115693",20,20
"116.48774,40.115301",20,20
"116.48879,40.115169",20,20
"116.486085,40.116193",20,20
"116.485934,40.116117",20,20
"116.485717,40.116072",20,20
"116.487579,40.115106",20,20
"116.488158,40.115155",20,20
"116.489782,40.115185",20,20
"116.484131,40.113967",20,20
"116.483482,40.116081",20,20
"116.48371,40.116106",20,20
"116.484017,40.116078",20,20
"116.572296,40.12367",20,20
"116.573026,40.123684",20,20
"116.573916,40.123644",20,20
"116.574607,40.123577",20,20
"116.575373,40.123469",20,20
"116.57599,40.123359",20,20
"116.576093,40.123449",20,20
"116.48597,40.115579",20,20
"116.486132,40.115491",20,20
"116.486252,40.115386",20,20
"116.484945,40.118208",20,20
"116.484803,40.118484",20,20
"116.485074,40.113023",20,20
"116.48491,40.117959",20,20
"116.484877,40.118132",20,20
"116.484557,40.119041",20,20
"116.484911,40.111531",20,20
"116.485213,40.113581",20,20
"116.585615,40.117499",20,20
"116.585669,40.117342",20,20
"116.585675,40.117218",20,20
"116.587011,40.115989",20,20
"116.586774,40.116365",20,20
"116.586479,40.116836",20,20
"116.586185,40.117232",20,20
"116.585871,40.11764",20,20
"116.585486,40.11811",20,20
"116.585171,40.11846",20,20
"116.584811,40.118838",20,20
"116.584355,40.119265",20,20
"116.483236,40.116408",20,20
"116.485444,40.115836",20,20
"116.48646,40.115622",20,20
"116.487883,40.115376",20,20
"116.490415,40.115133",20,20
"116.491968,40.115125",20,20
"116.493532,40.115268",20,20
"116.494577,40.115407",20,20
"116.495746,40.115599",20,20
"116.585739,40.117604",20,20
"116.528511,40.121468",20,20
"116.546521,40.122956",20,20
"116.551168,40.123291",20,20
"116.560761,40.123212",20,20
"116.567293,40.123214",20,20
"116.570643,40.123578",20,20
"116.517519,40.120646",20,20
"116.5057,40.118527",20,20
"116.503022,40.117785",20,20
"116.501131,40.117231",20,20
"116.497441,40.116124",20,20
"116.49748,40.115998",20,20
"116.501161,40.117122",20,20
"116.503064,40.117694",20,20
"116.50574,40.118427",20,20
"116.509265,40.119241",20,20
"116.512357,40.119816",20,20
"116.514549,40.120144",20,20
"116.517554,40.120535",20,20
"116.563483,40.123305",20,20
"116.551059,40.123404",20,20
"116.547555,40.123169",20,20
"116.477466,40.117965",20,20
"116.588212,40.112949",20,20
"116.5881,40.113395",20,20
"116.587969,40.113818",20,20
"116.587746,40.114428",20,20
"116.587523,40.11498",20,20
"116.587305,40.115437",20,20
"116.587615,40.114401",20,20
"116.587833,40.113791",20,20
"116.587968,40.113371",20,20
"116.588081,40.112925",20,20
"116.588248,40.111623",20,20
"116.583331,40.120133",20,20
"116.582053,40.12103",20,20
"116.580838,40.121714",20,20
"116.579737,40.122249",20,20
"116.57873,40.122666",20,20
"116.577201,40.123059",20,20
"116.578133,40.12276",20,20
"116.580586,40.121707",20,20
"116.582507,40.120561",20,20
"116.6206,39.90604",20,20
"116.620843,39.906199",20,20
"116.621733,39.906268",20,20
"116.622183,39.906187",20,20
"116.481679,39.908446",20,20
"116.481577,39.908025",20,20
"116.608152,39.846345",20,20
"116.608699,39.84679",20,20
"116.580414,39.866942",20,20
"116.58289,39.867369",20,20
"116.582997,39.867462",20,20
"116.58302,39.867856",20,20
"116.582905,39.867944",20,20
"116.580768,39.868045",20,20
"116.580215,39.867807",20,20
"116.514831,39.870056",20,20
"116.515273,39.870041",20,20
"116.517158,39.870114",20,20
"116.521492,39.869907",20,20
"116.525955,39.869708",20,20
"116.530682,39.869494",20,20
"116.530781,39.86949",20,20
"116.531898,39.86943",20,20
"116.535635,39.869292",20,20
"116.537611,39.86921",20,20
"116.537787,39.869203",20,20
"116.542212,39.86902",20,20
"116.543442,39.868963",20,20
"116.544227,39.868908",20,20
"116.544478,39.868873",20,20
"116.544895,39.868782",20,20
"116.548034,39.871801",20,20
"116.545219,39.869679",20,20
"116.544651,39.869494",20,20
"116.543838,39.869414",40,40
"116.542383,39.869457",40,40
"116.536015,39.869742",20,20
"116.530719,39.869945",20,20
"116.536044,39.869423",20,20
"116.549144,39.871939",20,20
"116.55782,39.868536",20,20
"116.558325,39.868398",20,20
"116.618763,39.860391",20,20
"116.626218,39.855566",20,20
"116.541251,39.869196",20,20
"116.525631,39.870166",20,20
"116.524611,39.870071",20,20
"116.557172,39.86887",20,20
"116.582596,39.867763",20,20
"116.599838,39.86705",20,20
"116.582588,39.867602",20,20
"116.583271,39.86757",20,20
"116.536778,39.869391",20,20
"116.547367,39.867017",20,20
"116.599199,39.866951",20,20
"116.599846,39.866904",20,20
"116.623533,39.857983",20,20
"116.622847,39.857504",20,20
"116.618496,39.860324",20,20
"116.547535,39.866832",20,20
"116.547653,39.866658",20,20
"116.54773,39.866463",20,20
"116.546403,39.869635",20,20
"116.546295,39.869359",20,20
"116.546248,39.869049",20,20
"116.546271,39.86882",20,20
"116.622296,39.855208",40,20
"116.543688,39.86911",20,20
"116.544438,39.869",20,20
"116.544826,39.868918",20,20
"116.545177,39.868815",20,20
"116.545524,39.868661",20,20
"116.549064,39.872159",20,20
"116.548996,39.872413",20,20
"116.548986,39.872642",20,20
"116.549025,39.873309",20,20
"116.548991,39.874251",20,20
"116.548917,39.874951",20,20
"116.627765,39.861328",20,20
"116.631159,39.863952",20,20
"116.632313,39.865054",20,20
"116.601105,39.866785",20,20
"116.602234,39.866652",20,20
"116.603417,39.866462",20,20
"116.604745,39.866206",20,20
"116.605916,39.865957",20,20
"116.607012,39.865663",20,20
"116.608224,39.865298",20,20
"116.609548,39.864844",20,20
"116.610489,39.864502",20,20
"116.611578,39.864029",20,20
"116.613016,39.863359",20,20
"116.615137,39.862437",20,20
"116.613121,39.86349",20,20
"116.611661,39.864149",20,20
"116.610549,39.864629",20,20
"116.609618,39.864977",20,20
"116.607088,39.865798",20,20
"116.605974,39.866083",20,20
"116.602263,39.866785",20,20
"116.597698,39.867026",20,20
"116.579693,39.867816",20,20
"116.576687,39.867786",20,20
"116.577945,39.867523",20,20
"116.619001,39.85455",20,40
"116.619858,39.855135",20,40
"116.610761,39.848468",20,20
"116.61484,39.851606",20,20
"116.616945,39.853191",20,20
"116.590723,39.831406",20,20
"116.590961,39.831628",20,20
"116.591548,39.832173",20,20
"116.597487,39.837604",40,20
"116.598618,39.838598",20,20
"116.607906,39.846147",20,20
"116.519205,39.907952",20,20
"116.5187,39.90789",20,20
"116.518188,39.907873",20,20
"116.530254,39.909302",20,20
"116.536556,39.909227",20,20
"116.550647,39.909026",20,20
"116.552389,39.909025",20,20
"116.57082,39.909373",20,20
"116.572465,39.909524",20,20
"116.575701,39.909889",20,20
"116.523582,39.908516",20,20
"116.524375,39.908601",20,20
"116.525603,39.908783",20,20
"116.533269,39.909136",20,20
"116.49417,39.908302",40,20
"116.493241,39.908461",40,20
"116.525924,39.908983",20,20
"116.526635,39.9091",20,20
"116.527442,39.9092",20,20
"116.528285,39.909268",20,20
"116.529262,39.909302",20,20
"116.626025,39.914083",20,20
"116.625645,39.914028",20,20
"116.625281,39.91399",20,20
"116.62489,39.913872",20,20
"116.625271,39.913899",20,20
"116.625643,39.913941",20,20
"116.630121,39.915412",20,20
"116.611674,39.907307",20,20
"116.61234,39.90734",20,20
"116.612919,39.907421",20,20
"116.613412,39.907503",20,20
"116.61459,39.907723",20,20
"116.619485,39.908461",20,20
"116.62004,39.908573",20,20
"116.620608,39.90872",20,20
"116.621274,39.908962",20,20
"116.6218,39.909209",20,20
"116.622241,39.909475",20,20
"116.622667,39.90978",20,20
"116.623122,39.910175",20,20
"116.623488,39.91056",20,20
"116.62396,39.911145",20,20
"116.62427,39.911564",20,20
"116.624894,39.912326",20,20
"116.625263,39.912675",20,20
"116.6257,39.913025",20,20
"116.626089,39.913281",20,20
"116.626461,39.9135",20,20
"116.626884,39.91372",20,20
"116.577004,39.910012",20,20
"116.577807,39.910072",20,20
"116.578587,39.91011",20,20
"116.579099,39.910117",20,20
"116.580002,39.910117",20,20
"116.580043,39.910429",20,20
"116.577836,39.910404",20,20
"116.627159,39.913851",20,20
"116.628172,39.914349",20,20
"116.63013,39.915286",20,20
"116.581133,39.910042",20,20
"116.586768,39.909384",20,20
"116.588194,39.909255",20,20
"116.588833,39.90922",20,20
"116.592447,39.90911",20,20
"116.600098,39.909209",20,20
"116.588162,39.909597",20,20
"116.586799,39.909715",20,20
"116.581109,39.91036",20,20
"116.601066,39.912153",20,20
"116.601341,39.912172",20,20
"116.604941,39.912431",20,20
"116.60979,39.912781",20,20
"116.614692,39.913136",20,20
"116.623059,39.913752",20,20
"116.3559,39.939493",20,20
"116.355774,39.94015",60,60
"116.355779,39.940785",20,20
"116.355885,39.942075",20,20
"116.356021,39.942462",20,20
"116.356609,39.943248",20,20
"116.356983,39.943549",20,20
"116.357556,39.943869",20,20
"116.358246,39.944132",20,20
"116.358917,39.944341",40,40
"116.309364,39.93238",60,60
"116.310031,39.8834",40,40
"116.310233,39.932279",40,40
"116.364363,39.868859",20,20
"116.364189,39.869586",20,20
"116.364241,39.868842",20,20
"116.314628,39.860366",20,20
"116.314765,39.859985",20,20
"116.315256,39.860109",20,20
"116.314825,39.860391",20,20
"116.311489,39.883964",20,20
"116.318671,39.855676",20,20
"116.364183,39.869705",20,20
"116.318986,39.85577",40,40
"116.318832,39.856155",40,40
"116.311087,39.885999",20,20
"116.31157,39.884147",20,20
"116.311126,39.8859",20,20
"116.310668,39.886519",20,20
"116.310495,39.886779",20,20
"116.310463,39.882797",20,20
"116.311216,39.88368",20,20
"116.311075,39.883664",20,20
"116.310968,39.883671",60,60
"116.310756,39.883859",60,60
"116.309955,39.885672",20,20
"116.310109,39.885673",20,20
"116.310309,39.885574",20,20
"116.310412,39.885326",20,20
"116.318634,39.856158",40,40
"116.315295,39.859589",20,20
"116.364622,39.854922",60,60
"116.326039,39.932288",60,60
"116.365314,39.854964",60,60
"116.370221,39.856337",60,60
"116.371168,39.856576",60,60
"116.364636,39.854781",60,60
"116.313819,39.861865",20,20
"116.313386,39.862891",20,20
"116.31312,39.863612",20,20
"116.312957,39.864517",20,20
"116.312759,39.866263",20,20
"116.327989,39.897131",20,20
"116.327988,39.89699",40,40
"116.310584,39.897932",60,60
"116.31065,39.898093",60,60
"116.310768,39.898192",60,60
"116.314301,39.897179",20,20
"116.314906,39.896766",20,20
"116.310488,39.887017",20,20
"116.310648,39.887242",60,60
"116.310587,39.896349",60,60
"116.310581,39.897507",20,20
"116.310583,39.897781",60,60
"116.305084,39.897247",20,20
"116.310146,39.897777",20,20
"116.31015,39.897508",20,20
"116.310124,39.896346",20,20
"116.31012,39.898945",20,20
"116.310143,39.897937",20,20
"116.310441,39.895536",60,60
"116.310554,39.895785",60,60
"116.313169,39.89681",20,20
"116.312329,39.89681",20,20
"116.312391,39.896689",20,20
"116.306951,39.896842",40,40
"116.309642,39.898188",20,20
"116.309798,39.898228",20,20
"116.309962,39.898181",20,20
"116.310063,39.898079",20,20
"116.30784,39.896647",40,40
"116.307913,39.896754",40,40
"116.308016,39.896829",40,40
"116.310273,39.897508",20,20
"116.310443,39.897509",20,20
"116.310442,39.897783",60,60
"116.31044,39.899257",40,40
"116.315749,40.01831",20,20
"116.316116,40.017994",20,20
"116.315347,40.018933",20,20
"116.314469,40.020009",20,20
"116.314384,40.020687",20,20
"116.315864,40.018331",20,20
"116.316298,40.017939",20,20
"116.328546,40.055751",20,20
"116.341036,40.039637",20,20
"116.337768,40.04383",20,20
"116.334601,40.047929",20,20
"116.331984,40.051375",20,20
"116.329584,40.054403",20,20
"116.32945,40.054351",20,20
"116.331995,40.051057",20,20
"116.333991,40.04839",20,20
"116.34089,40.039568",20,20
"116.322019,40.064965",20,20
"116.329777,40.054534",20,20
"116.329517,40.05452",20,20
"116.329339,40.054435",20,20
"116.329254,40.054321",20,20
"116.321348,40.065825",20,20
"116.328389,40.055403",20,20
"116.328459,40.055065",20,20
"116.328457,40.054883",20,20
"116.336442,40.04481",40,40
"116.315429,40.072052",20,20
"116.316049,40.071297",20,20
"116.316269,40.071048",20,20
"116.31674,40.070705",20,20
"116.320641,40.066334",20,20
"116.320342,40.066746",20,20
"116.320052,40.06714",20,20
"116.320024,40.067578",20,20
"116.337196,40.044964",20,20
"116.336938,40.04549",20,20
"116.315763,40.072373",20,20
"116.315561,40.072942",20,20
"116.315267,40.073337",20,20
"116.315044,40.073665",20,20
"116.314819,40.074241",20,20
"116.321608,40.063787",20,20
"116.328401,40.055676",20,20
"116.380106,39.964849",20,20
"116.380414,39.966032",40,40
"116.360075,39.899285",60,60
"116.360347,39.899287",60,60
"116.456484,39.960609",20,20
"116.456918,39.96093",20,20
"116.457244,39.961197",20,20
"116.45744,39.961379",20,20
"116.457487,39.961424",20,20
"116.459014,39.962817",20,20
"116.459434,39.9632",20,20
"116.400366,39.907564",20,20
"116.40181,39.907604",20,20
"116.403108,39.907641",20,20
"116.418146,39.908686",20,20
"116.376929,39.907016",20,60
"116.380083,39.907002",40,60
"116.381634,39.907011",40,60
"116.381786,39.907013",40,60
"116.382352,39.90702",40,60
"116.382802,39.907026",20,20
"116.374531,39.899472",60,60
"116.391681,39.907195",20,20
"116.39291,39.907241",20,20
"116.393704,39.907269",20,20
"116.394404,39.907288",20,20
"116.374477,39.899806",20,20
"116.374658,39.89968",60,60
"116.363348,39.90747",20,20
"116.3483,39.932311",40,40
"116.348475,39.932184",40,40
"116.355642,39.932277",40,40
"116.325576,39.938966",20,20
"116.325726,39.938533",20,20
"116.355636,39.932406",40,40
"116.355648,39.939207",20,20
"116.355588,39.94005",60,60
"116.356093,39.932148",20,20
"116.356068,39.932541",20,20
"116.356056,39.932951",20,20
"116.35597,39.93407",20,20
"116.344243,39.932344",60,60
"116.347591,39.932318",40,40
"116.349045,39.932308",40,40
"116.349511,39.932305",20,20
"116.352335,39.932303",20,20
"116.353535,39.932291",20,20
"116.35537,39.932275",40,40
"116.35536,39.932409",40,40
"116.356255,39.925584",40,40
"116.356246,39.925843",40,40
"116.325933,39.927033",20,20
"116.325948,39.928084",20,20
"116.325874,39.932175",60,60
"116.314238,40.073519",20,20
"116.228169,39.847119",60,60
"116.229182,39.847678",60,60
"116.229084,39.847765",60,60
"116.228074,39.8472",60,60
"116.225926,39.846",60,60
"116.302451,39.866885",20,20
"116.294342,39.865898",20,20
"116.292507,39.865894",20,20
"116.296221,39.866189",20,20
"116.294131,39.866246",20,20
"116.294098,39.865883",20,20
"116.298103,39.866563",20,20
"116.297901,39.866286",20,20
"116.298716,39.866193",20,20
"116.271996,39.86553",20,20
"116.301926,39.866448",20,20
"116.302736,39.866625",20,20
"116.27109,39.865219",20,20
"116.283971,39.865312",60,60
"116.285717,39.865427",40,20
"116.291589,39.865959",20,20
"116.208795,39.842522",20,20
"116.208852,39.841944",20,20
"116.208899,39.84169",20,20
"116.208914,39.841942",20,20
"116.208855,39.84252",20,20
"116.208892,39.842723",20,20
"116.239273,39.857079",20,20
"116.232909,39.849709",60,60
"116.329539,40.05484",20,20
"116.329131,40.054721",20,20
"116.329031,40.054589",20,20
"116.328446,40.055339",20,20
"116.328639,40.055323",20,20
"116.328821,40.055405",20,20
"116.328946,40.055576",20,20
"116.328225,40.055623",20,20
"116.328491,40.055588",20,20
"116.328639,40.055654",20,20
"116.328723,40.055853",20,20
"116.328705,40.054494",20,20
"116.328964,40.054465",20,20
"116.329201,40.054389",20,20
"116.329625,40.054732",20,20
"116.322964,40.063754",20,20
"116.349644,39.897998",20,20
"116.349537,39.89793",20,20
"116.349417,39.897886",20,20
"116.356545,39.908404",60,60
"116.356536,39.908675",60,60
"116.356572,39.909722",60,60
"116.35672,39.910953",60,60
"116.35623,39.921135",20,20
"116.41171,40.104507",20,20
"116.315433,40.004814",20,20
"116.315335,40.004838",20,20
"116.27959,40.012413",20,20
"116.292803,40.013929",60,60
"116.297479,40.014481",40,40
"116.29842,40.014609",40,40
"116.299547,40.014801",40,40
"116.301025,40.015127",20,20
"116.303974,40.015889",20,20
"116.305623,40.016347",20,20
"116.307478,40.016791",20,20
"116.309036,40.017065",20,20
"116.311722,40.01746",20,20
"116.312336,40.017565",20,20
"116.267912,40.00426",20,20
"116.268701,40.004739",20,20
"116.269231,40.005136",20,20
"116.269802,40.005669",20,20
"116.270112,40.006005",20,20
"116.270455,40.006467",20,20
"116.27074,40.006842",20,20
"116.271644,40.008459",20,20
"116.271955,40.008959",20,20
"116.27228,40.00944",20,20
"116.272722,40.00997",20,20
"116.273319,40.010504",20,20
"116.273923,40.010945",20,20
"116.274568,40.011313",20,20
"116.275215,40.011589",20,20
"116.275836,40.011797",20,20
"116.27651,40.011973",20,20
"116.277213,40.012108",20,20
"116.277942,40.012215",20,20
"116.249423,40.002294",20,20
"116.250192,40.002419",20,20
"116.250856,40.002504",20,20
"116.251732,40.002574",20,20
"116.252295,40.002618",20,20
"116.256689,40.002787",20,20
"116.257726,40.002825",20,20
"116.262301,40.003004",20,20
"116.263113,40.003051",20,20
"116.263955,40.003125",20,20
"116.264559,40.003205",20,20
"116.265528,40.003379",20,20
"116.266289,40.003607",20,20
"116.267041,40.00387",20,20
"116.267778,40.004344",20,20
"116.266218,40.003727",20,20
"116.265466,40.003509",20,20
"116.264527,40.003339",20,20
"116.262284,40.003139",20,20
"116.294418,39.997838",20,20
"116.29,40.001127",60,60
"116.294311,39.997769",20,20
"116.286384,40.016808",60,60
"116.286085,40.017194",60,60
"116.285816,40.017511",60,60
"116.284579,40.018897",60,60
"116.274499,40.011426",20,20
"116.273824,40.011044",20,20
"116.273254,40.010644",20,20
"116.272155,40.009505",20,20
"116.271827,40.009018",20,20
"116.271534,40.008527",20,20
"116.270772,40.007177",20,20
"116.270594,40.006905",20,20
"116.269104,40.005221",20,20
"116.268547,40.004816",20,20
"116.284218,40.013327",20,20
"116.283907,40.013403",20,20
"116.286387,40.01488",60,60
"116.286621,40.014882",60,60
"116.286789,40.014854",60,60
"116.296453,39.992754",40,40
"116.248986,40.002212",20,20
"116.296027,39.993481",20,20
"116.295889,39.993926",20,20
"116.24955,40.002143",20,20
"116.25101,40.002314",20,20
"116.295015,39.996884",20,20
"116.294743,39.996831",40,40
"116.298257,39.991237",40,40
"116.294831,39.996741",40,40
"116.295044,39.996782",20,20
"116.285316,40.013315",20,20
"116.286524,40.01473",60,60
"116.286777,40.014716",60,60
"116.257195,40.002647",20,20
"116.260664,40.002797",20,20
"116.262418,40.002912",20,20
"116.263163,40.002992",20,20
"116.291517,40.014057",20,20
"116.289911,40.013917",20,20
"116.284518,40.013325",20,20
"116.289623,40.001486",60,60
"116.289381,40.001835",60,60
"116.289262,40.002105",60,60
"116.28918,40.002386",60,60
"116.295504,39.994754",20,20
"116.29518,39.996574",20,20
"116.295083,39.996886",20,20
"116.294894,39.997327",20,20
"116.29474,39.997261",20,20
"116.294937,39.996859",20,20
"116.295255,39.99681",20,20
"116.295508,39.996835",20,20
"116.29549,39.996924",20,20
"116.316777,39.981684",20,20
"116.316641,39.983508",20,20
"116.316607,39.983928",20,20
"116.316548,39.984644",20,20
"116.307442,40.016912",40,40
"116.300973,40.015248",20,20
"116.298389,40.014741",40,40
"116.319748,40.018672",20,20
"116.320957,40.018919",20,20
"116.321464,40.019025",20,20
"116.325114,40.0198",20,20
"116.326846,40.020289",20,20
"116.311914,40.017329",20,20
"116.312594,40.017423",20,20
"116.408841,39.988397",60,60
"116.410325,39.988422",60,60
"116.412338,39.988483",60,60
"116.406334,39.988304",60,60
"116.406537,39.98831",60,60
"116.404586,39.988553",40,40
"116.412965,39.988803",40,40
"116.409815,39.9883",60,60
"116.409811,39.988705",40,40
"116.401606,39.988019",20,20
"116.402601,39.988173",40,40
"116.408622,39.98839",60,60
"116.401607,39.988549",60,60
"116.35817,39.986773",40,40
"116.386596,39.987597",40,40
"116.403576,39.988215",40,40
"116.404583,39.988119",40,40
"116.413045,39.988374",40,40
"116.377161,39.987368",40,40
"116.377772,39.987388",60,60
"116.378029,39.987349",60,60
"116.409436,39.988689",40,40
"116.409322,39.988739",40,40
"116.408885,39.989063",40,40
"116.407761,39.986986",20,20
"116.405786,39.988183",60,60
"116.405896,39.988126",60,60
"116.408632,39.988269",60,60
"116.408773,39.988234",60,60
"116.408888,39.988184",60,60
"116.408942,39.988084",60,60
"116.406505,39.988583",40,40
"116.406355,39.988672",40,40
"116.406268,39.988755",40,40
"116.406241,39.988839",40,40
"116.406259,39.988934",40,40
"116.407773,39.989527",20,20
"116.407862,39.989581",20,20
"116.407985,39.989601",20,20
"116.407299,39.987324",20,20
"116.407179,39.987304",20,20
"116.407066,39.987322",20,20
"116.406911,39.987376",20,20
"116.460896,39.874815",20,20
"116.461308,39.880416",60,60
"116.461524,39.881175",20,20
"116.461185,39.874189",60,60
"116.46139,39.874722",60,60
"116.461368,39.872962",60,60
"116.461455,39.879211",60,60
"116.461299,39.879653",60,60
"116.460981,39.88249",20,20
"116.46103,39.873792",60,60
"116.460834,39.873046",20,20
"116.28507,40.018537",60,60
"116.277396,40.027139",20,20
"116.277283,40.027472",20,20
"116.279142,40.025113",20,20
"116.278866,40.025646",20,20
"116.287846,40.009122",60,60
"116.283922,40.019896",60,60
"116.283301,40.020369",60,60
"116.433712,39.92452",40,40
"116.125884,39.886143",20,20
"116.125608,39.886008",20,20
"116.125126,39.88577",20,20
"116.134241,39.888636",20,20
"116.134933,39.888719",20,20
"116.134213,39.888791",20,20
"116.13922,39.889232",20,20
"116.143361,39.889734",20,20
"116.144521,39.889858",20,20
"116.145216,39.889911",20,20
"116.14601,39.889931",20,20
"116.146665,39.889909",20,20
"116.147387,39.889872",20,20
"116.148068,39.889798",20,20
"116.150435,39.889372",20,20
"116.151712,39.889064",20,20
"116.152889,39.888935",20,20
"116.153343,39.888949",20,20
"116.154317,39.889039",20,20
"116.15519,39.889123",20,20
"116.155745,39.889113",20,20
"116.156301,39.889056",20,20
"116.15677,39.888964",20,20
"116.157188,39.888852",20,20
"116.160414,39.887462",20,20
"116.161068,39.887238",20,20
"116.140132,39.889602",20,20
"116.134446,39.889131",20,20
"116.317292,39.976007",20,20
"116.301492,39.974447",20,20
"116.301044,39.974397",20,20
"116.300689,39.977259",20,20
"116.302874,39.972244",20,20
"116.30383,39.971776",20,20
"116.301456,39.974558",20,20
"116.301249,39.97453",20,20
"116.301021,39.974499",20,20
"116.303684,39.972037",20,20
"116.303157,39.972532",20,20
"116.317635,39.976017",20,20
"116.306941,39.969462",20,20
"116.301219,39.975201",20,20
"116.300997,39.977407",20,20
"116.302067,39.97327",20,20
"116.301807,39.97357",20,20
"116.301578,39.973937",20,20
"116.302316,39.972802",20,20
"116.301408,39.974308",20,20
"116.301294,39.97474",20,20
"116.356518,39.946065",20,20
"116.356536,39.94726",20,20
"116.356534,39.947433",20,20
"116.356527,39.94773",20,20
"116.35652,39.948025",20,20
"116.334369,39.992707",20,20
"116.35308,39.993197",20,20
"116.315798,39.991909",20,20
"116.356106,39.944106",40,40
"116.356019,39.943581",20,20
"116.355495,39.942694",60,60
"116.355631,39.932544",40,40
"116.355631,39.932517",40,40
"116.355983,39.934296",20,20
"116.355962,39.934451",20,20
"116.355933,39.935705",20,20
"116.355958,39.935815",20,20
"116.356035,39.936044",20,20
"116.355956,39.936708",20,20
"116.390605,39.948986",40,40
"116.365091,39.946345",40,40
"116.364523,39.946176",40,40
"116.359721,39.944861",40,40
"116.244239,40.073445",20,20
"116.247448,40.067804",20,20
"116.253355,40.055065",20,20
"116.252386,40.056169",20,20
